Response,Error,original_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Manorama Six Feet Under,Manorama: Six Feet Under,2007,Not Rated,21 Sep 2007,137 min,"Crime, Drama, Mystery",Navdeep Singh,"Devika Bhagat, Navdeep Singh, Manoj Tapadia","Abhay Deol, Gul Panag, Raima Sen","Manorama, wife of an irrigation minister, tasks Satyaveer to find if her husband is cheating. As Satyaveer starts investigating, he gets trapped in a web of lies and must uncover the entire truth.",Hindi,India,2 nominations total,https://m.media-amazon.com/images/M/MV5BMzdhMjI4NWItOWMwMy00ZWYzLWI3ODItNzNlNTNjNTkwZmZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"8,953",tt0920464,movie,N/A,N/A,N/A,N/A,
True,,Dhobi Ghat,Untold Indore and Beyond - Dhobi Ghat,2017,N/A,15 Mar 2017,N/A,"Documentary, Short","Anushtha Agrawal, Pranjal Joshi",Anushtha Agrawal,N/A,"To know someone's life better, it is important to be among them. Taking a closer look into a community's lifestyle and culture, helps us to explore magnificent angles which otherwise remain unseen. That is why we have travelled to...","English, Hindi",India,N/A,https://m.media-amazon.com/images/M/MV5BMmY2ZGFiMGEtMGMyMS00MjViLWI4OTgtZjJkMzBlNTFjODFlXkEyXkFqcGdeQXVyOTA5OTA2NDY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8843396,movie,N/A,N/A,N/A,N/A,
True,,Inuyasha the Movie 3: Swords of an Honorable Ruler,InuYasha the Movie 3: Swords of an Honorable Ruler,2003,Not Rated,01 May 2006,99 min,"Animation, Action, Adventure",Toshiya Shinohara,"Rumiko Takahashi, Katsuyuki Sumizawa","Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani","After 700 years the sword Sounga, who belonged to the Great Dog Demon, is unleashed, tearing a rift in the barrier between the underworld and the earth and stirring the restless souls.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzI3Mzk1Mjg5OV5BMl5BanBnXkFtZTcwNzMzNjAzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"2,472",tt0396659,movie,N/A,N/A,N/A,N/A,
True,,Bluffmaster!,Bluffmaster,2005,Not Rated,16 Dec 2005,137 min,"Comedy, Crime, Drama",Rohan Sippy,"Rajat Arora, Shridhar Raghavan","Abhishek Bachchan, Priyanka Chopra Jonas, Riteish Deshmukh","A conman Roy, gets dumped by his girl-friend. Then he finds out he has a fatal disease. On the verge of death, he resolves to do some good, by helping his apprentice Dittu hoodwink the mobster who hurt his (Dittu's) family.",Hindi,India,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4MGEzMmItZDIzYy00YmY0LTgzNjAtODY0MDc4OGM3MGJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"6,831",tt0476527,movie,N/A,"$718,956",N/A,N/A,
True,,Madness in the Desert,Madness in the Desert: Paris to Dakar Rally,2013,N/A,24 Feb 2013,59 min,"Documentary, Sport","Richard Heap, John L Matthews, John L. Matthews","Richard Heap, John L. Matthews","Thierry Sabine, Mark Thatcher",The story of the Paris to Dakar Rally started by Thiery Sabine,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjY1M2UwMTUtNTEzNi00MDU0LWFlYzYtNmEyY2MwODBjODE0L2ltYWdlXkEyXkFqcGdeQXVyNTM0MTIyMjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,56,tt3278006,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Einsatzgruppen: The Nazi Death Squads,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,The Figurine (Araromire),,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,The Trailer Park Boys Xmas Special,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Tim Minchin: So F**king Rock Live,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Thomas & Friends: Thomas and the Jet Engine,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,At Dolphin Bay,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Peepli Live,Peepli [Live],2010,Not Rated,13 Aug 2010,95 min,"Comedy, Drama","Anusha Rizvi, Mahmood Farooqui","Bhadwai, Swanand Kirkire, Noon Meem Rashet","Onkar Das Manikpuri, Raghubir Yadav, Shalini Vatsa",An impoverished farmer's threat to end his life invites attention from politicians and media.,"Hindi, English",India,4 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNDc1YTEwYmUtYTIxMC00Mjg4LWJmODctNGNiYjNjMTA3NjY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.4,"12,960",tt1447508,movie,N/A,"$757,951",N/A,N/A,
False,Movie not found!,Banyuki,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Main Aurr Mrs Khanna,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Frank & Cindy,,,,,,,,,,,,,,,,,,,,,,,,,
True,,EMI,Emi,2025,N/A,04 Apr 2025,126 min,"Drama, Family",Sadasivam Chinnaraj,Sadasivam Chinnaraj,"Aadhavan, Mohan Babu, Sadasivam Chinnaraj","A diverse group of people navigate the harsh realities of debt, loans, and financial hardship in modern society, as their personal lives and relationships face mounting pressure from monetary struggles.",Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BNjdhZDdkZTMtMDAzZi00OGFmLThlMzQtZjM1MDdjNTAzZTAwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,566,tt36153671,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Autumn's Concerto,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Mission Istaanbul,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,N/A,25 Jul 2008,130 min,"Action, Adventure, Drama",Apoorva Lakhia,"Shabbir Ahmed, Chirantan Bhatt, Ege","Vivek Oberoi, Zayed Khan, Shriya Saran",A news reporter must uncover the secret on the 13th floor of a News Station.,"Hindi, English",India,1 nomination,https://m.media-amazon.com/images/M/MV5BZjUxNTk4MjctYTc5OC00MjBhLTg3OGUtOWY0MDlmOWIyMWUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,"1,276",tt1179781,movie,N/A,N/A,N/A,N/A,
True,,The Prince Who Turns into a Frog,The Prince Who Turns Into A Frog,2005–,N/A,05 Jun 2005,70 min,"Comedy, Drama, Romance",N/A,N/A,"Joe Chen, Ming-Dow, Shao-wei Wang",A ruthless and wealthy heir becomes a kindhearted person after he lost his memory and falls in love with a poor girl with wealthy aspirations.,Mandarin,Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BYTU5OTRjNDYtZjAxOC00YTgwLWJiMzctYTFhOGUxNTMyMmM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,191,tt1454440,series,,,,,1
False,Movie not found!,Old Thieves: The Legend of Artegio,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Well Done Abba,Well Done Abba!,2009,N/A,26 Mar 2010,144 min,Comedy,Shyam Benegal,"Jayant Kripalani, Sanjeev, Jeelani Bano","Boman Irani, Minissha Lamba, Sammir Dattani","A mild mannered chauffeur finds that the government in his parched village is giving loans to dig one's own well. After fudged photographs and bribes, he has no loan amount left to build his well. Aggrieved, he protests by abjurin...",Hindi,India,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZWM1YzEzZjItMzI5OS00NWRkLTgwZDYtMzMxZGEzNzc4MDliXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"2,019",tt1397492,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Pomegranates and Myrrh,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Koi Aap Sa,Koi Aap Sa: But Lovers Have to Be Friends,2005,N/A,14 Oct 2005,142 min,"Comedy, Drama, Romance",Partho Mitra,"Mahesh Pandey, Sameer, Dheeraj Sarna","Aftab Shivdasani, Anita Hassanandani Reddy, Dipannita Sharma","An emotional Mumbai-based football player, Rohan, seeks the assistance of childhood friend, Simran, to successfully woo fellow-collegian, Preeti. Simran herself is about to be engaged to U.S.-based Vicky. After the engagement cere...",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMzdiNTA4ZDMtZDNjMi00N2NkLWJlZDItMjM2MTFjODc4MTkxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,309,tt0488840,movie,N/A,N/A,N/A,N/A,
True,,Dhoondte Reh Jaaoge,Dhoondte Reh Jaaoge!,1998,N/A,N/A,N/A,"Comedy, Drama, Family, Romance",Kumar Bhatia,"Kumar Bhatia (screenplay), Kumar Bhatia (story)","Amar Upadhyay, Antara Mali, Tinnu Anand, Prem Chopra","A hitman, an evil priest, two thieves, college students, et al gather at a hotel to witness the auction of a priceless diamond.",Hindi,India,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,38,tt0317355,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Le Robe De Mariage Des Cieux,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Bheem vs Aliens,Chhota Bheem: Bheem vs Aliens,2010,N/A,N/A,69 min,"Animation, Action, Adventure",Rajiv Chilaka,Darsana Radhakrishnan,"Vatsal Dubey, Rupa Bhimani, Julie Tejwani","Aliens from a planet called Zeake attack Dholakpur. They destroy the palace and take King Indravarma and Princess Indumati captive. The aliens then proceed to Pehalwanpur. Kyto, the alien leader challenges Bheem to a game to relea...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWYyZDYwZjItZWIxMS00NzRlLTljN2MtODBlN2M1Y2Y1YjM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,158,tt6442436,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Pablo Escobar: The Drug Lord,,,,,,,,,,,,,,,,,,,,,,,,,
True,,One Piece Film: Z,One Piece Film Z,2012,TV-14,15 Dec 2012,108 min,"Animation, Action, Adventure",Tatsuya Nagamine,"Eiichiro Oda, Osamu Suzuki","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura",A former Marine stands in the way of the Straw Hat Pirates.,Japanese,Japan,4 nominations,https://m.media-amazon.com/images/M/MV5BNjY3ODNiZjgtY2RmNS00MjAyLWIwMzUtNTE0ZWIxNDU3YThhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"10,157",tt2375379,movie,N/A,N/A,N/A,N/A,
True,,TIGER & BUNNY,Tiger & Bunny,2011–2022,TV-14,08 Apr 2022,1 min,"Animation, Action, Adventure",N/A,N/A,"Hiroaki Hirata, Masakazu Morita, Wally Wingert","In a world where superheroes have corporate sponsors and are the stars of their own reality TV show, a new superhero team is born as the veteran hero Wild Tiger is assigned to be partners with rookie Barnaby Brooks Jr.",Japanese,Japan,4 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYzNjMGRhMzktM2M3Zi00NTVlLTk1NDYtYzRlZDM2YzAxOTc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,794",tt2061527,series,,,,,2
True,,EastSiders,Eastsiders,2012–2019,Not Rated,14 Dec 2012,1 min,Drama,N/A,Kit Williamson,"Kit Williamson, Van Hansis, Matthew McKelligon","EastSiders is a two-time Daytime-Emmy-nominated series created by Kit Williamson, starring Williamson and Van Hansis as a couple experiencing life and relationships in Silver Lake.","English, Swiss German",United States,7 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BOTc1NDg1OTM1OF5BMl5BanBnXkFtZTcwMzIzNzI2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"3,146",tt2558816,series,,,,,4
True,,LEGO Friends,Lego Friends,2013–2017,TV-G,01 Aug 2013,4 min,Animation,N/A,N/A,"Alexa Kahn, Erica Mendez, Marin M. Miller",Five Best Friends Go on Many Fun Lego adventures.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDhiNTUyMzYtNGU3ZS00NTFmLWE5MDQtNjMyYzM3ODJiOTQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,237,tt4049416,series,,,,,4
False,Movie not found!,Inventing David Geffen,,,,,,,,,,,,,,,,,,,,,,,,,
True,,LEGO City,Lego City,2011–,N/A,01 Mar 2011,14 min,Animation,N/A,N/A,N/A,"Action packed adventure in LEGO City. This short form content is language independent with simple, funny, classic, global appeal.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTQ4NzMxOTE3NV5BMl5BanBnXkFtZTgwMjU5NTk2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,92,tt4168604,series,,,,,1
True,,FRED 3: Camp Fred,Fred 3: Camp Fred,2012,16+,28 Jul 2012,81 min,"Comedy, Family",Jonathan Judge,"Drew Hancock, Lucas Cruikshank","Lucas Cruikshank, Jake Weary, Siobhan Fallon Hogan","When school is out, Fred Figglehorn experiences a summer camp nightmare.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZGZmZWI0OTEtYWM5NS00OGVmLWJiMzAtYmVlYTljNmZhYzM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.1/10'}]",N/A,2.1,"3,014",tt2395219,movie,04 Dec 2012,N/A,N/A,N/A,
False,Movie not found!,Chillar Party,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Tiger & Bunny: The Beginning,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Game,Game of Thrones,2011–2019,TV-MA,17 Apr 2011,57 min,"Action, Adventure, Drama",N/A,"David Benioff, D.B. Weiss","Emilia Clarke, Peter Dinklage, Kit Harington","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",English,"United States, United Kingdom",Won 59 Primetime Emmys. 395 wins & 655 nominations total,https://m.media-amazon.com/images/M/MV5BMTNhMDJmNmYtNDQ5OS00ODdlLWE0ZDAtZTgyYTIwNDY3OTU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,"2,472,832",tt0944947,series,,,,,8
True,,Lavell Crawford: Can a Brother Get Some Love?,Lavell Crawford: Can a Brother Get Some Love,2011,Not Rated,12 Aug 2011,81 min,"Documentary, Comedy",Michael Drumm,N/A,"Lavell Crawford, Kareem Taylor","Lavell Crawford is quickly climbing the comedic ranks, taking second place in NBC's Last Comic Standing, he one of the fastest rising stars in Comedy. In ""Can a Brother Get Some Love"" Lavell takes the stage at the Historic Roberts...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjI2MzkzMTMzNF5BMl5BanBnXkFtZTcwMjA1MzE4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,241,tt2084872,movie,06 Feb 2012,N/A,eOne Entertainment Distribution,N/A,
False,Movie not found!,Chhota Bheem & Krishna in Mayanagari,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Chhota Bheem In Dholakpur to Kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Drunken to Love You,,,,,,,,,,,,,,,,,,,,,,,,,
True,,An Elf's Story,An Elf's Story: The Elf on the Shelf,2010,Not Rated,26 Nov 2011,26 min,"Animation, Family, Fantasy",Chad Eikhoff,"Chanda Bell, Carol Aebersold, Christa Pitts","Brendan Dooling, Michael May, Doug Williams",An elf attempts to help a boy believe.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc3MTE1Njc2Nl5BMl5BanBnXkFtZTcwOTA2MzA3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,730,tt2094761,movie,N/A,N/A,Big Canoe Entertainment,N/A,
True,,Bbuddah Hoga Terra Baap,Bbuddah... Hoga Terra Baap,2011,Not Rated,01 Jul 2011,114 min,"Action, Comedy, Crime",Puri Jagannadh,"Inaamulhaq, Puri Jagannadh, Ajay Kumar","Amitabh Bachchan, Hema Malini, Sonu Sood","A quick-tempered, flamboyantly-dressed, retired hit-man returns to India for one last job. Just don't call him ""Buddah""","Hindi, English",India,5 nominations,https://m.media-amazon.com/images/M/MV5BZWE1NmViZjQtMTU2NS00NzE0LWJmYWUtMjk0ZWFhYzkwMDYzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"3,053",tt1869296,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Masha's tales,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Chota Bheem Aur Ganesh in the Amazing Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Chhota Bheem: Journey to Petra,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Blitz Patrollie,,,,,,,,,,,,,,,,,,,,,,,,,
True,,"Love, Now",Love Now,2007,N/A,15 Aug 2007,116 min,"Adventure, Drama, Romance",Yun-su Chong,"Jin Kim, Seon-mi Kim","Uhm Junghwa, Park Yong-woo, Lee Dong-geon","Vibrant and charming, but as passionate as one can get when it comes to work, fashion consultant Yu-Na (Uhm Jung-Hwa) lead on a cheerful life with her husband - humorous and sentimental hotelier, Min-Jae (Park Yong-Woo). But with ...",Korean,"South Korea, Hong Kong",3 nominations,https://m.media-amazon.com/images/M/MV5BODc0MzAxMzg5NF5BMl5BanBnXkFtZTgwNTc2NzE1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,428,tt1159223,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,"Darling, Something's Wrong with Your Head",,,,,,,,,,,,,,,,,,,,,,,,,
True,,Are You The One?,Are You the One?,2014–,TV-14,21 Jan 2014,41 min,"Game-Show, Reality-TV, Romance",N/A,N/A,"Ryan Devlin, Terrence Jenkins, Bria Hamilton",Contestants stay for 10 weeks in a holiday destination to win $1 million and hopefully find love.,English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BOTA5Nzk4ZjQtMTBiOS00ZDYyLThiNmItYzY2NzQxODRkOTIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"3,233",tt3484274,series,,,,,9
False,Movie not found!,Scary Movie 5,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Texas Chainsaw 3D,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Metallica: Through the Never,Metallica Through the Never,2013,R,04 Oct 2013,93 min,Music,Nimród Antal,"Nimród Antal, James Hetfield, Lars Ulrich","Dane DeHaan, James Hetfield, Lars Ulrich","Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjQwNjk5MTk4Ml5BMl5BanBnXkFtZTcwNTgwNDA5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"18,585",tt2172935,movie,N/A,"$3,419,967",N/A,N/A,
False,Movie not found!,Mako: Island of Secrets,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Jackass Presents: Bad Grandpa .5,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,Senora Acero,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,We Steal Secrets: The Story of WikiLeaks,,,,,,,,,,,,,,,,,,,,,,,,,
False,Movie not found!,BoJack Horseman Christmas Special,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Dragons: Dawn Of The Dragon Racers,Dragons: Dawn of the Dragon Racers,2014,TV-PG,11 Nov 2014,26 min,"Animation, Short, Adventure, Comedy, Family, Fantasy","Elaine Bogan, John Sanford","Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by), Art Edler Brown, Douglas Sloan","Jay Baruchel, America Ferrera, Christopher Mintz-Plasse, T.J. Miller","Dawn of the Dragon Racers, is a short film describing how Dragon Racing was invented. Hiccup and all his friends from the dragon academy fight about who really invented it.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNDRhYTRjOTQtMGYzYy00MjI5LWI1Y2EtMjQ3OWVlMjk0NmE5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"2,232",tt4191768,movie,N/A,N/A,N/A,N/A,
True,,LEGO Marvel Super Heroes: Maximum Overload,Lego Marvel Super Heroes: Maximum Overload,2013,N/A,05 Nov 2013,22 min,"Animation, Short, Action",N/A,N/A,"Drake Bell, Steve Blum, Greg Cipes",Spider-Man and Marvel's Super Heroes take on a mischievous Loki and a team of super villains.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTZlYTMxYjEtOTFkMi00MDY4LWE5Y2UtZjY3OWI0YmRhY2Y1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,744",tt3322904,series,,,,,1
False,Movie not found!,Birth Reborn,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Monty Python: Live (Mostly),Monty Python Live (Mostly),2014,Not Rated,20 Jul 2014,137 min,"Documentary, Comedy, Musical","Eric Idle, Aubrey Powell","Graham Chapman, John Cleese, Terry Gilliam","John Cleese, Terry Gilliam, Eric Idle","The reunion of the Monty Python team on stage for the first time in over 30 years, and for the very last time ever.","Spanish, English",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTAzMDQ5NjAtZmRjYy00MDU1LWJiYzUtODQyOTQwMmQ0YzQ5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"2,855",tt3872778,movie,N/A,N/A,N/A,N/A,
True,,Dokidoki! PreCure,DokiDoki! PreCure,2013–2014,TV-Y7,18 Aug 2017,N/A,"Animation, Action, Adventure",N/A,N/A,"Mayumi Tanaka, Atsuko Tanaka, Kazuhiro Yamaji",5 teenage girls unleash their inner superheroes to stop King Mercenare from taking over the world.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTJkZjdjZDUtZTMxYy00OGJiLThiZDUtN2IyMTMwNzkxNzc1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,275,tt4621212,series,,,,,1
False,Movie not found!,LEGO DC Comics Super Heroes: Batman Be-Leaguered,,,,,,,,,,,,,,,,,,,,,,,,,
